X1,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
149,S. de Vrij,25,https://cdn.sofifa.org/48/18/players/198176.png,Netherlands,https://cdn.sofifa.org/flags/34.png,83,88,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,€29M,€56K,1783,68,74,61,60,71,82,49,45,61,25,16,8,10,7,14,13,78,85,71,71,60,87,41,32,78,71,65,82,68,69,86,80,50,27,59,81,77,58,66,198176,59,75,81,66,77,58,60,57,57,73,CB,59,75,81,66,77,58,60,57,57,73,57
150,M. Perin,24,https://cdn.sofifa.org/48/18/players/198009.png,Italy,https://cdn.sofifa.org/flags/27.png,83,88,Genoa,https://cdn.sofifa.org/24/18/teams/110556.png,€25M,€28K,1246,57,25,70,30,23,58,11,15,19,11,13,80,85,71,78,90,12,19,75,31,17,14,21,12,79,33,23,19,56,30,12,52,44,19,NA,NA,NA,NA,NA,198009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,J. Matip,25,https://cdn.sofifa.org/48/18/players/197061.png,Cameroon,https://cdn.sofifa.org/flags/103.png,83,85,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€26.5M,€110K,1884,60,81,58,49,71,75,54,63,65,36,22,11,15,10,7,10,85,85,67,74,48,83,42,51,81,77,66,79,73,73,85,81,72,50,66,82,79,64,72,197061,66,76,82,72,79,64,66,63,63,75,CB,66,76,82,72,79,64,66,63,63,75,63
152,I. Gueye,27,https://cdn.sofifa.org/48/18/players/193474.png,Senegal,https://cdn.sofifa.org/flags/136.png,83,84,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€24.5M,€115K,2045,78,84,75,82,79,80,60,33,75,50,43,8,6,8,12,13,69,87,85,74,67,80,54,67,79,82,80,85,75,88,87,76,72,32,74,81,82,73,77,193474,74,80,81,77,82,73,74,70,72,80,CM CDM,74,80,81,77,82,73,74,70,72,80,70
153,Iago Aspas,29,https://cdn.sofifa.org/48/18/players/192629.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,RC Celta de Vigo,https://cdn.sofifa.org/24/18/teams/450.png,€26M,€39K,2012,84,63,88,77,84,73,67,83,85,86,76,12,16,9,12,13,78,36,68,64,80,20,80,85,86,80,79,18,79,70,21,59,68,86,81,46,55,82,72,192629,81,54,46,72,55,82,79,82,81,58,RW ST,81,54,46,72,55,82,79,82,81,58,82
154,N. Otamendi,29,https://cdn.sofifa.org/48/18/players/192366.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€20M,€140K,1886,62,90,69,62,64,84,52,50,41,53,39,12,5,8,11,12,83,85,86,66,56,81,44,49,78,71,69,84,64,76,83,80,45,56,58,81,76,58,64,192366,58,75,81,64,76,58,58,63,57,72,CB,58,75,81,64,76,58,58,63,57,72,63
155,N. Matić,28,https://cdn.sofifa.org/48/18/players/191202.png,Serbia,https://cdn.sofifa.org/flags/51.png,83,83,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€21M,€140K,2120,62,83,56,53,78,84,68,68,72,64,67,7,15,12,14,9,77,85,71,78,75,75,69,68,82,83,78,75,66,89,83,89,75,74,74,80,81,73,79,191202,74,78,80,79,81,73,74,73,72,78,CM CDM,74,78,80,79,81,73,74,73,72,78,73
156,J. Pastore,28,https://cdn.sofifa.org/48/18/players/191180.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,€25.5M,€100K,2066,69,65,79,58,87,79,77,83,88,73,69,14,9,6,10,12,63,69,49,83,76,49,75,78,83,87,78,51,72,67,59,64,86,78,83,63,72,81,81,191180,83,68,63,81,72,81,81,77,81,71,RW LW CM,83,68,63,81,72,81,81,77,81,71,77
157,Parejo,28,https://cdn.sofifa.org/48/18/players/189513.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,€25.5M,€45K,2089,55,58-10,69,72,83,74,84,87,78+3,75,90,5,9,12,14,8,63,68,55,87,80,59,83,79,79,90,80,51,50,76,61,72,85,72,80,65,74,78,82,189513,80,68,65,82,74,78,78,75,77,71,CDM CAM CM,80,68,65,82,74,78,78,75,77,71,75
158,S. Kagawa,28,https://cdn.sofifa.org/48/18/players/189358.png,Japan,https://cdn.sofifa.org/flags/163.png,83,83,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€26M,€75K,1874,76,30,92,88,85,81,60,74,87,76,63,11,9,8,9,13,42,56,66,73,55,30,78,80,81,84,56,27,65,80,24,39,82,75,81,43,59,78,76,189358,81,56,43,76,59,78,79,71,78,61,CF CAM,81,56,43,76,59,78,79,71,78,61,71
159,G. Bonaventura,27,https://cdn.sofifa.org/48/18/players/189125.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€26.5M,€115K,2197,78,68,81,77,85,82,82,78,83,70,78,10,14,7,15,14,60,72,69,80,86,60,68,78,82,84,84,68,78,87,72,69,82,78,82,70,76,80,82,189125,82,75,70,82,76,80,81,77,81,78,LW CM,82,75,70,82,76,80,81,77,81,78,77
160,B. Dost,28,https://cdn.sofifa.org/48/18/players/189068.png,Netherlands,https://cdn.sofifa.org/flags/34.png,83,83,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€27M,€28K,1809,54,72,38,35,73,78,38,62,64,87,32,6,12,15,11,8,93,39,55,37,74,29,81,88,85,74,83,26,64,84,48,89,68,85,71,57,57,76,67,189068,71,54,57,67,57,76,68,81,69,55,ST,71,54,57,67,57,76,68,81,69,55,81
161,K. Walker,27,https://cdn.sofifa.org/48/18/players/188377.png,England,https://cdn.sofifa.org/flags/14.png,83,84,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€24M,€130K,2164,86,78,70,72,76,75,78,76,77,51,71,12,6,16,15,8,73,78,83,67,68,79,63,66,81,75,86,83,93,90,84,77,69,57,73,79,78,73,74,188377,73,82,79,74,78,73,76,72,74,81,RWB RB,73,82,79,74,78,73,76,72,74,81,72
162,Oscar,25,https://cdn.sofifa.org/48/18/players/188152.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,86,NA,https://cdn.sofifa.org/flags/54.png,€0,€0,1961,75,31,86,80,84,83,70,77,81,75,77,12,10,15,12,12,54,34,66,78,77,37,68,81,81,83,76,47,74,76,50,36,83,63,81,49,61,80,77,188152,81,61,49,77,61,80,79,74,79,64,CAM,81,61,49,77,61,80,79,74,79,64,74
163,S. N'Zonzi,28,https://cdn.sofifa.org/48/18/players/187936.png,France,https://cdn.sofifa.org/flags/18.png,83,83,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,€21M,€25K,2032,52,87,43,31,82,85,59,73,72,64,42,7,16,16,16,13,79,85,75,78,66,75,57,70,82,82,79,78,61,86,83,91,77,55,74,82,82,73,79,187936,74,77,82,79,82,73,72,73,70,76,CM CDM,74,77,82,79,82,73,72,73,70,76,73
164,M. Musacchio,26,https://cdn.sofifa.org/48/18/players/186547.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,86,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€27M,€105K,1917,72,81,72,59,73,76,55,53,43,48,45,5,11,12,6,12,81,85,83,70,53,85,57,50,81,78,57,86,69,70,84,81,64,36,64,82,79,62,69,186547,64,78,82,69,79,62,63,62,61,75,CB,64,78,82,69,79,62,63,62,61,75,62
165,O. Toprak,27,https://cdn.sofifa.org/48/18/players/185239.png,Turkey,https://cdn.sofifa.org/flags/48.png,83,84,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€24.5M,€66K,1864,72,73,64,61,72,78,49,44,64,28,33,11,8,11,12,15,83,84,82,69,36,86,48,35,81,74,63,82,79,68,85,78,59,55,62,81,77,60,67,185239,62,77,81,67,77,60,63,59,60,74,CB,62,77,81,67,77,60,63,59,60,74,59
166,José Callejón,30,https://cdn.sofifa.org/48/18/players/185020.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,€24.5M,€87K,1987,90,54,85,81,84,79,77,65,82,76,65,8,5,14,11,11,65,40,73,51,80,24,62,88,80,75,78,32,90,92,32,55,78,84,80,48,56,81,73,185020,80,60,48,73,56,81,81,79,82,64,RW,80,60,48,73,56,81,81,79,82,64,79
167,Adrien Silva,28,https://cdn.sofifa.org/48/18/players/184826.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,NA,https://cdn.sofifa.org/flags/38.png,€0,€0,2174,64,79,73,67,85,82,78,79,82,71,75,15,6,8,10,7,61,84,56,84,80,80,85,75,77,83,83,73,65,89,78,62,85,75,80,75,81,78,82,184826,80,78,75,82,81,78,79,74,78,79,CDM CM,80,78,75,82,81,78,79,74,78,79,74
168,S. Giovinco,30,https://cdn.sofifa.org/48/18/players/184431.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Toronto FC,https://cdn.sofifa.org/24/18/teams/111651.png,€25M,€15K,1961,88,75,92,93,87,88,73,86,86,83,89,6,3,6,3,3,34,26,34,75,81,23,77,84,82,79,79,28,81,77,29,42,82,75,83,41,57,83,76,184431,83,54,41,76,57,83,82,76,83,60,ST CF,83,54,41,76,57,83,82,76,83,60,76
169,N. Gaitán,29,https://cdn.sofifa.org/48/18/players/184144.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€25.5M,€70K,2006,84,57,87,81,84,80,82,88,85,73,72,8,11,9,7,5,54,40,68,78,74,30,71,79,84,81,72,43,79,69,42,46,82,81,81,50,61,80,76,184144,81,61,50,76,61,80,81,75,81,65,LM,81,61,50,76,61,80,81,75,81,65,75
170,M. Mandžukić,31,https://cdn.sofifa.org/48/18/players/181783.png,Croatia,https://cdn.sofifa.org/flags/10.png,83,83,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€23.5M,€135K,2104,68,88,67,53,77,80,72,64,74,84,49,10,8,5,8,15,90,66,85,65,58,56,76,89,86,75,78,64,76,87,64,87,74,86,76,73,72,78,75,181783,76,72,73,75,72,78,77,81,76,72,LM ST,76,72,73,75,72,78,77,81,76,72,81
171,A. Lallana,29,https://cdn.sofifa.org/48/18/players/180819.png,England,https://cdn.sofifa.org/flags/14.png,83,83,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€25M,€135K,2141,74,74,83,76,86,80,74,77,85,79,66,6,15,14,8,11,67,68,73,77,72,60,70,77,78,86,72,62,72,90,67,67,83,72,82,69,75,80,81,180819,82,73,69,81,75,80,81,77,80,75,CM,82,73,69,81,75,80,81,77,80,75,77
172,B. Höwedes,29,https://cdn.sofifa.org/48/18/players/179784.png,Germany,https://cdn.sofifa.org/flags/21.png,83,83,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€20M,€50K,1862,62,79,63,61,68,82,58,38,60,48,52,14,6,9,10,7,84,83,82,64,31,84,56,51,82,73,62,83,65,68,83,81,57,38,62,81,76,61,66,179784,62,76,81,66,76,61,63,63,61,73,CB,62,76,81,66,76,61,63,63,61,73,63
173,E. Banega,29,https://cdn.sofifa.org/48/18/players/178562.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,€25.5M,€27K,2086,71,69,84,86,85,82,80,83,83,65,81,13,8,7,7,10,45,70,58,85,77,57,67,75,78,88,74,61,67,66,69,67,85,65,81,66,75,78,81,178562,81,70,66,81,75,78,79,71,79,73,CM CAM,81,70,66,81,75,78,79,71,79,73,71
174,Rui Patrício,29,https://cdn.sofifa.org/48/18/players/178005.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€17.5M,€19K,1350,53,39,61,54,23,53,12,10,20,12,16,85,81,80,79,82,11,22,79,30,11,13,32,13,80,31,38,11,57,45,13,77,63,17,NA,NA,NA,NA,NA,178005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Y. Sommer,28,https://cdn.sofifa.org/48/18/players/177683.png,Switzerland,https://cdn.sofifa.org/flags/47.png,83,84,Borussia Mönchengladbach,https://cdn.sofifa.org/24/18/teams/23.png,€21M,€39K,1299,48,38,55,58,25,57,13,12,15,13,13,81,82,83,80,83,10,21,69,31,12,11,24,15,80,40,23,12,54,45,19,68,58,8,NA,NA,NA,NA,NA,177683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,M. Schneiderlin,27,https://cdn.sofifa.org/48/18/players/177358.png,France,https://cdn.sofifa.org/flags/18.png,83,85,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€25.5M,€115K,2078,67,83,73,71,84,83,65,68,74,61,61,6,11,12,14,7,71,84,70,80,56,76,56,65,81,86,71,80,68,89,82,77,73,56,75,79,82,73,79,177358,75,79,79,79,82,73,75,71,72,79,CM CDM,75,79,79,79,82,73,75,71,72,79,71
177,Jonas,33,https://cdn.sofifa.org/48/18/players/176769.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€16.5M,€21K,2006,66,61,77,69,88,87,70,85,84,87,77,12,11,7,8,5,79,34,69,70,84,23,84,86,85,74,83,25,65,71,36,63,83,85,81,50,58,82,75,176769,81,55,50,75,58,82,79,81,80,58,CF ST,81,55,50,75,58,82,79,81,80,58,81
178,K. Gameiro,30,https://cdn.sofifa.org/48/18/players/176600.png,France,https://cdn.sofifa.org/flags/18.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€25M,€73K,2040,88,66,82,77,80,85,70,76,76,86,70,6,10,8,8,6,67,38,84,72,76,23,85,86,85,79,84,39,86,76,33,64,76,78,80,51,59,81,74,176600,80,59,51,74,59,81,80,81,80,62,ST,80,59,51,74,59,81,80,81,80,62,81
179,L. Piszczek,32,https://cdn.sofifa.org/48/18/players/173771.png,Poland,https://cdn.sofifa.org/flags/37.png,83,83,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€14.5M,€66K,2143,73,83,66,66,76,82,86,80,74,65,47,14,11,14,6,12,74,81,76,69,68,79,65,73,82,78,77,83,84,79,84,79,72,67,74,80,79,74,75,173771,74,81,80,75,79,74,76,74,75,81,CB RB,74,81,80,75,79,74,76,74,75,81,74
180,E. Garay,30,https://cdn.sofifa.org/48/18/players/170481.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,€19M,€40K,1952,39,74,57,38,73,79,62,55,62,58,74,14,6,13,13,14,85,84,79,72,68,84,69,49,77,69,80,82,46,74,85,85,63,49,64,81,77,63,70,170481,64,74,81,70,77,63,63,66,61,72,CB,64,74,81,70,77,63,63,66,61,72,66
181,A. Valencia,31,https://cdn.sofifa.org/48/18/players/167905.png,Ecuador,https://cdn.sofifa.org/flags/57.png,83,83,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€17M,€130K,2185,88,83,75,83,81,82,85,69,82,58,66,16,11,10,7,7,64,80,70,69,62,78,55,75,86,77,85,77,87,90,83,85,71,70+1,76,79,80,77,77,167905,76,82,79,77,80,77,80,75,78,82,RB,76,82,79,77,80,77,80,75,78,82,75
182,K. Schmeichel,30,https://cdn.sofifa.org/48/18/players/163587.png,Denmark,https://cdn.sofifa.org/flags/13.png,83,84,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,€19M,€65K,1355,62,33,62,47,40,52,18,13,12,12,15,83,82,82,80,86,16,20,60,46,14,14,26,14,80,44,36,13,60,35,14,62,59,15,NA,NA,NA,NA,NA,163587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,M. Dembélé,29,https://cdn.sofifa.org/48/18/players/162240.png,Belgium,https://cdn.sofifa.org/flags/7.png,83,83,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,€25M,€115K,2186,75,74,82,74,86,89,65,65,87+1,66,55,16,14,11,16,14,69,80,77,80+1,72,70,67,71,80,86,85,71+4,77,77,80,92,79,73,80,78,80,79,81,162240,80,76,78,81,80,79,79,77,78,77,CDM CM,80,76,78,81,80,79,79,77,78,77,77
184,Borja Valero,32,https://cdn.sofifa.org/48/18/players/161956.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Inter,https://cdn.sofifa.org/24/18/teams/44.png,€20M,€80K,2089,73,52,80,82,88,80,78,78,86,67,76,5,4,10,8,7,60,70,67,86,70,58,72,76,84,89,72,62,67,74,66,66,86,70,82,66,75,80,82,161956,82,72,66,82,75,80,81,74,80,74,CF CM CAM,82,72,66,82,75,80,81,74,80,74,74
185,L. Perrin,31,https://cdn.sofifa.org/48/18/players/159147.png,France,https://cdn.sofifa.org/flags/18.png,83,83,AS Saint-Étienne,https://cdn.sofifa.org/24/18/teams/1819.png,€17.5M,€46K,2046,67,81,64,72,74,80,69,59,62,64,51,6,7,12,11,14,80,82,84,77,67,88,68,58,76,74,73,84,69,79,88,79,63,44,68,82,79,68,72,159147,68,79,82,72,79,68,69,69,67,77,CB,68,79,82,72,79,68,69,69,67,77,69
186,L. Biglia,31,https://cdn.sofifa.org/48/18/players/158963.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€17.5M,€105K,2129,70,83,76,78,85,80,74,71,77,50,76,14,12,7,12,7,54,84,62,84,75,70,72,55,82,86,77,78,68,82,80,70,80,78,76,75,81,73,80,158963,76,78,75,80,81,73,75,68,73,79,CM CDM,76,78,75,80,81,73,75,68,73,79,68
187,Juanfran,32,https://cdn.sofifa.org/48/18/players/146760.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€14.5M,€62K,2080,76,78,75,62,79,74,83,80,77,54,59,11,14,10,15,7,59,78,68,66,53,83,66,68,82,77,68,81,87,85,84,74,72,49,73,78,78,72,75,146760,73,81,78,75,78,72,76,69,74,81,RB,73,81,78,75,78,72,76,69,74,81,69
188,Diego López,35,https://cdn.sofifa.org/48/18/players/146748.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,RCD Espanyol,https://cdn.sofifa.org/24/18/teams/452.png,€6M,€19K,1200,34,36,48,47,23,62,11,10,11,12,11,77,84,76,83,80,10,16,68,23,11,14,21,11,79,28,22,14,52,42,13,66,53,14,NA,NA,NA,NA,NA,146748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,Santi Cazorla,32,https://cdn.sofifa.org/48/18/players/146562.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€19.5M,€130K,2120,68,64,79,91,87,88,85,86,85,75,78,6,9,5,7,15,58,65,70,83,78,58,80,79,82,86,77,52,63,68,64,59,86,72,82,64,72,80,81,146562,82,69,64,81,72,80,81,75,81,72,CDM CM,82,69,64,81,72,80,81,75,81,72,75
190,J. Mascherano,33,https://cdn.sofifa.org/48/18/players/142754.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,€10.5M,€155K,1984,67,88,72,78,80,86,63,63,58,42,50,6,10,8,5,5,68,88,75,75,55,81,60,51,83,79,76,82,64,76,83,74,68,51,68,80,81,65,73,142754,68,78,80,73,81,65,67,63,65,77,CDM CB,68,78,80,73,81,65,67,63,65,77,63
191,W. Sneijder,33,https://cdn.sofifa.org/48/18/players/139869.png,Netherlands,https://cdn.sofifa.org/flags/34.png,83,83,OGC Nice,https://cdn.sofifa.org/24/18/teams/72.png,€15.5M,€47K,1976,70,55,77,85,85,83,86,88,82,72,86,9,5,13,11,12,32,45,30,86,84,32,76,74,77,84,86,37,69,62,41,57,88,80,81,47,62,79,78,139869,81,58,47,78,62,79,79,72,80,63,CAM,81,58,47,78,62,79,79,72,80,63,72
192,Nani,30,https://cdn.sofifa.org/48/18/players/139068.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,€24.5M,€47K,1949,84,62,92,77,86,79,82,86,87,75,79,5,10,13,6,6,46,31,39,79,83,15,72,77,80,81,85,20,78,74,22,62,80,75,82,41,56,81,76,139068,82,53,41,76,56,81,81,76,82,59,LM CAM RW LW,82,53,41,76,56,81,81,76,82,59,76
193,D. De Rossi,33,https://cdn.sofifa.org/48/18/players/53302.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Roma,https://cdn.sofifa.org/24/18/teams/52.png,€10.5M,€73K,2115,69,84,68,72,78,84,57,62,64,50,71,10,7,13,10,9,81,87,78,82,74,75,75,55,80,82,81,82,68,78,84,83,72,74,71,81,81,69,76,53302,71,78,81,76,81,69,69,69,67,76,CDM,71,78,81,76,81,69,69,69,67,76,69
194,José Reina,34,https://cdn.sofifa.org/48/18/players/24630.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,€10.5M,€59K,1291,50,32,50,60,23,60,11,11,10,14,11,80,83,82,82,82,13,22,73,22,15,12,24,13,82,19,24,24,63,34,22,72,65,11,NA,NA,NA,NA,NA,24630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,Quaresma,33,https://cdn.sofifa.org/48/18/players/20775.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,Beşiktaş JK,https://cdn.sofifa.org/24/18/teams/327.png,€15.5M,€67K,1962,85,62,91,84,87,79,88,92,89,70,78,12,14,10,5,15,41,24,63,75,83,10,74,75,78,79,83,13,82,69,17,54,80,80,81,37,52,80,74,20775,81,50,37,74,52,80,81,74,82,57,LM RM,81,50,37,74,52,80,81,74,82,57,74
196,Y. Touré,34,https://cdn.sofifa.org/48/18/players/20289.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,83,83,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€12.5M,€145K,2161,61,78,58,56,82,83,67,82,78,82,86,13,14,6,12,8,72,60,63,81,80,68,89,80,82,84,86,74,64,73,77,92,85,68,80,74,77,80,80,20289,80,72,74,80,77,80,77,79,77,73,CDM CM,80,72,74,80,77,80,77,79,77,73,79
197,Casillas,36,https://cdn.sofifa.org/48/18/players/5479.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€3.5M,€10K,1293,59,23,62,46,23,70,13,25,25,12,13,86,74,58,80,85,25,22,77,22,13,11,24,16,77,21,28,13,57,43,11,70,65,14,NA,NA,NA,NA,NA,5479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,G. Donnarumma,18,https://cdn.sofifa.org/48/18/players/230621.png,Italy,https://cdn.sofifa.org/flags/27.png,82,94,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€28.5M,€35K,1266,46,30,64,38,28,68,12,12,24,12,14,88,78,72,78,88,12,26,72,24,18,12,24,14,74,34,24,16,54,34,14,72,50,8,NA,NA,NA,NA,NA,230621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,L. Sané,21,https://cdn.sofifa.org/48/18/players/222492.png,Germany,https://cdn.sofifa.org/flags/21.png,82,91,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€34.5M,€125K,2001,93,58,89,82,84,76,76,82,87,78,62,8,12,9,9,14,72,32,66,64,77,26,63,82,79,75,78,35,94,80,32,70,69,64,80,50,57,81,72,222492,80,59,50,72,57,81,81,80,82,63,LM RW LW,80,59,50,72,57,81,81,80,82,63,80
